Pest	Species	Lifestage	SLS	LS Assessed	Assessed	Temperature	Efnom	Efpc	CO2	Duration	Rep	Unhatched	Live_Hatched	Dead	Moribund	Total
OS	Oleander scale	mixed	OS	3* mature	7	15	Control	0	0	2	2		20	0	0	20
OS	Oleander scale	mixed	OS	crawler	7	15	0	0	18.6	2	2		95	5	0	100
OS	Oleander scale	mixed	OS	1*	7	15	0	0	18.6	2	2		59	43	0	102
OS	Oleander scale	mixed	OS	2*	7	15	0	0	18.6	2	2		94	7	0	101
OS	Oleander scale	mixed	OS	3*	7	15	0	0	18.6	2	2		99	1	0	100
OS	Oleander scale	mixed	OS	3* mature	7	15	0	0	18.6	2	2		15	0	0	15
OS	Oleander scale	mixed	OS	crawler	7	15	0.1	0.32	1.26	2	2		12	91	0	103
OS	Oleander scale	mixed	OS	1*	7	15	0.1	0.32	1.26	2	2		3	96	0	99
OS	Oleander scale	mixed	OS	2*	7	15	0.1	0.32	1.26	2	2		0	93	7	100
OS	Oleander scale	mixed	OS	3*	7	15	0.1	0.32	1.26	2	2		86	9	8	103
OS	Oleander scale	mixed	OS	crawler	7	15	0.2	0.38	1.88	2	2		0	100	0	100
OS	Oleander scale	mixed	OS	1*	7	15	0.2	0.38	1.88	2	2		0	102	0	102
OS	Oleander scale	mixed	OS	2*	7	15	0.2	0.38	1.88	2	2		0	42	0	42
OS	Oleander scale	mixed	OS	3*	7	15	0.2	0.38	1.88	2	2		0	101	11	112
OS	Oleander scale	mixed	OS	3* mature	7	15	0.2	0.38	1.88	2	2		0	49	5	54
OS	Oleander scale	mixed	OS	crawler	7	15	0.3	0.4	2.5	2	2		0	100	0	100
OS	Oleander scale	mixed	OS	1*	7	15	0.3	0.4	2.5	2	2		0	97	3	100
OS	Oleander scale	mixed	OS	2*	7	15	0.3	0.4	2.5	2	2		0	94	7	101
OS	Oleander scale	mixed	OS	3*	7	15	0.3	0.4	2.5	2	2		0	56	44	100
OS	Oleander scale	mixed	OS	3* mature	7	15	0.3	0.4	2.5	2	2		0	3	0	3
OS	Oleander scale	mixed	OS	crawler	7	15	0.5	0.58	4.35	2	2		0	103	0	103
OS	Oleander scale	mixed	OS	1*	7	15	0.5	0.58	4.35	2	2		0	103	0	103
OS	Oleander scale	mixed	OS	2*	7	15	0.5	0.58	4.35	2	2		0	103	0	103
OS	Oleander scale	mixed	OS	3*	7	15	0.5	0.58	4.35	2	2		0	100	0	100
OS	Oleander scale	mixed	OS	3* mature	7	15	0.5	0.58	4.35	2	2		0	104	0	104
OS	Oleander scale	mixed	OS	2*	7	15	Control	0	0	2	3		72	34	2	108
OS	Oleander scale	mixed	OS	3*	7	15	Control	0	0	2	3		95	4	1	100
OS	Oleander scale	mixed	OS	3* mature	7	15	Control	0	0	2	3		5	0	0	5
OS	Oleander scale	mixed	OS	crawler	7	15	0	0	21.6	2	3		98	5	0	103
OS	Oleander scale	mixed	OS	1*	7	15	0	0	21.6	2	3		93	10	0	103
OS	Oleander scale	mixed	OS	2*	7	15	0	0	21.6	2	3		69	3	0	72
OS	Oleander scale	mixed	OS	3*	7	15	0	0	21.6	2	3		80	6	0	86
OS	Oleander scale	mixed	OS	3* mature	7	15	0	0	21.6	2	3		22	0	0	22
OS	Oleander scale	mixed	OS	crawler	7	15	0.1	0.32	1.16	2	3		7	110	0	117
OS	Oleander scale	mixed	OS	1*	7	15	0.1	0.32	1.16	2	3		7	101	0	108
OS	Oleander scale	mixed	OS	2*	7	15	0.1	0.32	1.16	2	3		13	92	5	110
OS	Oleander scale	mixed	OS	3*	7	15	0.1	0.32	1.16	2	3		53	53	0	106
OS	Oleander scale	mixed	OS	3* mature	7	15	0.1	0.32	1.16	2	3		29	11	0	40
OS	Oleander scale	mixed	OS	crawler	7	15	0.2	0.36	1.76	2	3		2	101	0	103
OS	Oleander scale	mixed	OS	1*	7	15	0.2	0.36	1.76	2	3		0	102	0	102
OS	Oleander scale	mixed	OS	2*	7	15	0.2	0.36	1.76	2	3		0	101	0	101
OS	Oleander scale	mixed	OS	3*	7	15	0.2	0.36	1.76	2	3		0	85	5	90
OS	Oleander scale	mixed	OS	3* mature	7	15	0.2	0.36	1.76	2	3		0	20	1	21
OS	Oleander scale	mixed	OS	crawler	7	15	0.3	0.48	2.65	2	3		0	100	0	100
OS	Oleander scale	mixed	OS	1*	7	15	0.3	0.48	2.65	2	3		0	100	0	100
OS	Oleander scale	mixed	OS	2*	7	15	0.3	0.48	2.65	2	3		0	82	29	111
OS	Oleander scale	mixed	OS	3*	7	15	0.3	0.48	2.65	2	3		0	46	63	109
OS	Oleander scale	mixed	OS	3* mature	7	15	0.3	0.48	2.65	2	3		0	12	0	12
OS	Oleander scale	mixed	OS	crawler	7	15	0.5	0.69	4.35	2	3		0	100	0	100
OS	Oleander scale	mixed	OS	1*	7	15	0.5	0.69	4.35	2	3		0	100	0	100
OS	Oleander scale	mixed	OS	2*	7	15	0.5	0.69	4.35	2	3		0	100	0	100
OS	Oleander scale	mixed	OS	3*	7	15	0.5	0.69	4.35	2	3		0	69	31	100
OS	Oleander scale	mixed	OS	3* mature	7	15	0.5	0.69	4.35	2	3		0	3	0	3
CM	Codling moth	Early egg	CM Egg		9	15	Control	0.00	0.00	1	0	19	54			73
CM	Codling moth	Early egg	CM Egg		9	15	0	0.00	16.64	1	0	9	67			76
CM	Codling moth	Early egg	CM Egg		9	15	1	0.76	6.89	1	0	21	60			81
CM	Codling moth	Early egg	CM Egg		9	15	1.3	1.03	11.71	1	0	24	48			72
CM	Codling moth	Early egg	CM Egg		9	15	1.5	1.20	14.39	1	0	55	40			95
CM	Codling moth	Early egg	CM Egg		9	15	1.7	1.34	11.52	1	0	27	61			88
CM	Codling moth	Early egg	CM Egg		9	15	2	1.58	14.88	1	0	68	39			107
CM	Codling moth	Early egg	CM Egg		9	15	2.5	1.39	16.93	1	0	119	18			137
CM	Codling moth	Late egg	CM Egg		9	15	Control	0.00	0.00	1	0	22	61			83
CM	Codling moth	Late egg	CM Egg		9	15	0	0.00	16.64	1	0	24	66			90
CM	Codling moth	Late egg	CM Egg		9	15	1	0.76	6.89	1	0	23	81			104
CM	Codling moth	Late egg	CM Egg		9	15	1.3	1.03	11.71	1	0	24	78			102
CM	Codling moth	Late egg	CM Egg		9	15	1.5	1.20	14.39	1	0	31	58			89
CM	Codling moth	Late egg	CM Egg		9	15	1.7	1.34	11.52	1	0	37	72			109
CM	Codling moth	Late egg	CM Egg		9	15	2	1.58	14.88	1	0	35	65			100
CM	Codling moth	Late egg	CM Egg		9	15	2.5	1.39	16.93	1	0	64	40			104
CM	Codling moth	5*	CM5		1	15	Control	0.00	0.00	1	0		75	0	0	75
CM	Codling moth	5*	CM5		1	15	0	0.00	16.64	1	0		84	0	1	85
CM	Codling moth	5*	CM5		1	15	1	0.76	6.89	1	0		70	1	0	71
CM	Codling moth	5*	CM5		1	15	1.3	1.03	11.71	1	0		69	6	0	75
CM	Codling moth	5*	CM5		1	15	1.5	1.20	14.39	1	0		57	18	1	76
CM	Codling moth	5*	CM5		1	15	1.7	1.34	11.52	1	0		47	16	11	74
CM	Codling moth	5*	CM5		1	15	2	1.58	14.88	1	0		29	42	2	73
CM	Codling moth	5*	CM5		1	15	2.5	1.39	16.93	1	0		4	46	15	65
CM	Codling moth	Early egg	CM Egg		9	15	Control	0.00	0.00	2	0	27	74			101
CM	Codling moth	Early egg	CM Egg		9	15	0	0.00	15.83	2	0	32	8			40
CM	Codling moth	Early egg	CM Egg		9	15	1	1.42	8.23	2	0	68	0			68
CM	Codling moth	Early egg	CM Egg		9	15	1.3	1.55	8.69	2	0	92	0			92
CM	Codling moth	Early egg	CM Egg		9	15	1.5	1.38	9.57	2	0	109	0			109
CM	Codling moth	Early egg	CM Egg		9	15	1.7	1.41	5.42	2	0	38	1			39
CM	Codling moth	Early egg	CM Egg		9	15	2	1.56	12.20	2	0	107	0			107
CM	Codling moth	Early egg	CM Egg		9	15	2.5	2.01	15.31	2	0	130	0			130
CM	Codling moth	Late egg	CM Egg		9	15	Control	0.00	0.00	2	0	22	91			113
CM	Codling moth	Late egg	CM Egg		9	15	0	0.00	15.83	2	0	26	70			96
CM	Codling moth	Late egg	CM Egg		9	15	1	1.42	8.23	2	0	79	5			84
CM	Codling moth	Late egg	CM Egg		9	15	1.3	1.55	8.69	2	0	73	10			83
CM	Codling moth	Late egg	CM Egg		9	15	1.5	1.38	9.57	2	0	100	12			112
CM	Codling moth	Late egg	CM Egg		9	15	1.7	1.41	5.42	2	0	92	3			95
CM	Codling moth	Late egg	CM Egg		9	15	2	1.56	12.20	2	0	102	1			103
CM	Codling moth	Late egg	CM Egg		9	15	2.5	2.01	15.31	2	0	138	0			138
CM	Codling moth	5*	CM5		1	15	Control	0.00	0.00	2	0		69	1	0	70
CM	Codling moth	5*	CM5		1	15	0	0.00	15.83	2	0		67	1	0	68
CM	Codling moth	5*	CM5		1	15	1	1.42	8.23	2	0		0	81	0	81
CM	Codling moth	5*	CM5		1	15	1.3	1.55	8.69	2	0		0	71	0	71
CM	Codling moth	5*	CM5		1	15	1.5	1.38	9.57	2	0		0	67	0	67
CM	Codling moth	5*	CM5		1	15	1.7	1.41	5.42	2	0		0	67	0	67
CM	Codling moth	5*	CM5		1	15	2	1.56	12.20	2	0		0	69	0	69
CM	Codling moth	5*	CM5		1	15	2.5	2.01	15.31	2	0		0	71	0	71
CM	Codling moth	Early egg	CM Egg		9	15	Control	0.00	0.00	3	0	22	96			118
CM	Codling moth	Early egg	CM Egg		9	15	0	0.00	15.65	3	0	20	82			102
CM	Codling moth	Early egg	CM Egg		9	15	1	0.76	7.08	3	0	67	2			69
CM	Codling moth	Early egg	CM Egg		9	15	1.3	1.06	11.42	3	0	82	0			82
CM	Codling moth	Early egg	CM Egg		9	15	1.5	1.22	15.22	3	0	121	0			121
CM	Codling moth	Early egg	CM Egg		9	15	1.7	1.32	13.05	3	0	79	0			79
CM	Codling moth	Early egg	CM Egg		9	15	2	1.62	17.40	3	0	70	3			73
CM	Codling moth	Early egg	CM Egg		9	15	2.5	2.27	16.22	3	0	102	0			102
CM	Codling moth	Late egg	CM Egg		9	15	Control	0.00	0.00	3	0	23	99			122
CM	Codling moth	Late egg	CM Egg		9	15	0	0.00	15.65	3	0	15	82			97
CM	Codling moth	Late egg	CM Egg		9	15	1	0.76	7.08	3	0	67	21			88
CM	Codling moth	Late egg	CM Egg		9	15	1.3	1.06	11.42	3	0	81	4			85
CM	Codling moth	Late egg	CM Egg		9	15	1.5	1.22	15.22	3	0	108	0			108
CM	Codling moth	Late egg	CM Egg		9	15	1.7	1.32	13.05	3	0	100	0			100
CM	Codling moth	Late egg	CM Egg		9	15	2	1.62	17.40	3	0	119	0			119
CM	Codling moth	Late egg	CM Egg		9	15	2.5	2.27	16.22	3	0	99	0			99
CM	Codling moth	5*	CM5		1	15	Control	0.00	0.00	3	0		73	0	0	73
CM	Codling moth	5*	CM5		1	15	0	0.00	15.65	3	0		66	0	0	66
CM	Codling moth	5*	CM5		1	15	1	0.76	7.08	3	0		2	60	2	64
CM	Codling moth	5*	CM5		1	15	1.3	1.06	11.42	3	0		0	71	0	71
CM	Codling moth	5*	CM5		1	15	1.5	1.22	15.22	3	0		0	83	0	83
CM	Codling moth	5*	CM5		1	15	1.7	1.32	13.05	3	0		0	74	0	74
CM	Codling moth	5*	CM5		1	15	2	1.62	17.40	3	0		0	67	0	67
CM	Codling moth	5*	CM5		1	15	2.5	2.27	16.22	3	0		0	68	0	68
CM	Codling moth	Early egg	CM Egg		9	15	Control	0.00	0.00	4	0	20	63			83
CM	Codling moth	Early egg	CM Egg		9	15	0	0.00	16.00	4	0	20	72			92
CM	Codling moth	Early egg	CM Egg		9	15	1	0.88	11.39	4	0	94	0			94
CM	Codling moth	Early egg	CM Egg		9	15	1.3	1.11	8.90	4	0	118	0			118
CM	Codling moth	Early egg	CM Egg		9	15	1.5	1.26	10.46	4	0	125	0			125
CM	Codling moth	Early egg	CM Egg		9	15	1.7	1.41	14.05	4	0	117	0			117
CM	Codling moth	Early egg	CM Egg		9	15	2	1.63	13.37	4	0	107	0			107
CM	Codling moth	Early egg	CM Egg		9	15	2.5	1.99	16.58	4	0	140	0			140
CM	Codling moth	Late egg	CM Egg		9	15	Control	0.00	0.00	4	0	17	73			90
CM	Codling moth	Late egg	CM Egg		9	15	0	0.00	16.00	4	0	16	85			101
CM	Codling moth	Late egg	CM Egg		9	15	1	0.88	11.39	4	0	93	0			93
CM	Codling moth	Late egg	CM Egg		9	15	1.3	1.11	8.90	4	0	130	0			130
CM	Codling moth	Late egg	CM Egg		9	15	1.5	1.26	10.46	4	0	121	0			121
CM	Codling moth	Late egg	CM Egg		9	15	1.7	1.41	14.05	4	0	139	0			139
CM	Codling moth	Late egg	CM Egg		9	15	2	1.63	13.37	4	0	119	0			119
CM	Codling moth	Late egg	CM Egg		9	15	2.5	1.99	16.58	4	0	127	0			127
CM	Codling moth	5*	CM5		1	15	Control	0.00	0.00	4	0		69	1	0	70
CM	Codling moth	5*	CM5		1	15	0	0.00	16.00	4	0		66	0	0	66
CM	Codling moth	5*	CM5		1	15	1	0.88	11.39	4	0		0	71	1	72
CM	Codling moth	5*	CM5		1	15	1.3	1.11	8.90	4	0		0	82	0	82
CM	Codling moth	5*	CM5		1	15	1.5	1.26	10.46	4	0		0	70	0	70
CM	Codling moth	5*	CM5		1	15	1.7	1.41	14.05	4	0		0	71	0	71
CM	Codling moth	5*	CM5		1	15	2	1.63	13.37	4	0		0	69	0	69
CM	Codling moth	5*	CM5		1	15	2.5	1.99	16.58	4	0		0	64	0	64
CM	Codling moth	Early egg	CM Egg		9	15	Control	0.00	0.00	2	1	19	78			97
CM	Codling moth	Early egg	CM Egg		9	15	0	0.00	13.00	2	1	17	78			95
CM	Codling moth	Early egg	CM Egg		9	15	0.3	0.25	2.19	2	1	18	80			98
CM	Codling moth	Early egg	CM Egg		9	15	0.6	0.50	4.05	2	1	20	77			97
CM	Codling moth	Early egg	CM Egg		9	15	0.9	0.80	6.37	2	1	48	24			72
CM	Codling moth	Early egg	CM Egg		9	15	1.2	1.06	8.12	2	1	146	3			149
CM	Codling moth	Early egg	CM Egg		9	15	1.5	1.41	9.94	2	1	120	0			120
CM	Codling moth	Early egg	CM Egg		9	15	2	2.13	12.81	2	1	124	0			124
CM	Codling moth	Late egg	CM Egg		9	15	Control	0.00	0.00	2	1	17	74			91
CM	Codling moth	Late egg	CM Egg		9	15	0	0.00	13.00	2	1	11	79			90
CM	Codling moth	Late egg	CM Egg		9	15	0.3	0.25	2.19	2	1	10	66			76
CM	Codling moth	Late egg	CM Egg		9	15	0.6	0.50	4.05	2	1	25	106			131
CM	Codling moth	Late egg	CM Egg		9	15	0.9	0.80	6.37	2	1	13	83			96
CM	Codling moth	Late egg	CM Egg		9	15	1.2	1.06	8.12	2	1	53	53			106
CM	Codling moth	Late egg	CM Egg		9	15	1.5	1.41	9.94	2	1	73	24			97
CM	Codling moth	Late egg	CM Egg		9	15	2	2.13	12.81	2	1	130	0			130
CM	Codling moth	5*	CM5		1	15	Control	0.00	0.00	2	1		65	0	0	65
CM	Codling moth	5*	CM5		1	15	0	0.00	13.00	2	1		68	0	0	68
CM	Codling moth	5*	CM5		1	15	0.3	0.25	2.19	2	1		68	0	0	68
CM	Codling moth	5*	CM5		1	15	0.6	0.50	4.05	2	1		70	1	2	73
CM	Codling moth	5*	CM5		1	15	0.9	0.80	6.37	2	1		60	9	8	77
CM	Codling moth	5*	CM5		1	15	1.2	1.06	8.12	2	1		41	28	12	81
CM	Codling moth	5*	CM5		1	15	1.5	1.41	9.94	2	1		3	64	1	68
CM	Codling moth	5*	CM5		1	15	2	2.13	12.81	2	1		0	76	0	76
CM	Codling moth	Early egg	CM Egg		9	15	Control	0.00	0.00	2	2	23	90			113
CM	Codling moth	Early egg	CM Egg		9	15	0	0.00	12.99	2	2	27	97			124
CM	Codling moth	Early egg	CM Egg		9	15	0.3	0.24	2.16	2	2	14	44			58
CM	Codling moth	Early egg	CM Egg		9	15	0.6	0.48	4.26	2	2	12	112			124
CM	Codling moth	Early egg	CM Egg		9	15	0.9	0.73	6.28	2	2	46	78			124
CM	Codling moth	Early egg	CM Egg		9	15	1.2	0.98	8.46	2	2	88	35			123
CM	Codling moth	Early egg	CM Egg		9	15	1.5	1.22	8.97	2	2	101	12			113
CM	Codling moth	Early egg	CM Egg		9	15	2	1.55	12.22	2	2	118	0			118
CM	Codling moth	Late egg	CM Egg		9	15	Control	0.00	0.00	2	2	22	97			119
CM	Codling moth	Late egg	CM Egg		9	15	0	0.00	12.99	2	2	10	84			94
CM	Codling moth	Late egg	CM Egg		9	15	0.3	0.24	2.16	2	2	17	95			112
CM	Codling moth	Late egg	CM Egg		9	15	0.6	0.48	4.26	2	2	21	65			86
CM	Codling moth	Late egg	CM Egg		9	15	0.9	0.73	6.28	2	2	34	87			121
CM	Codling moth	Late egg	CM Egg		9	15	1.2	0.98	8.46	2	2	43	56			99
CM	Codling moth	Late egg	CM Egg		9	15	1.5	1.22	8.97	2	2	83	63			146
CM	Codling moth	Late egg	CM Egg		9	15	2	1.55	12.22	2	2	90	9			99
CM	Codling moth	5*	CM5		1	15	Control	0.00	0.00	2	2		67	0	0	67
CM	Codling moth	5*	CM5		1	15	0	0.00	12.99	2	2		73	0	0	73
CM	Codling moth	5*	CM5		1	15	0.3	0.24	2.16	2	2		68	0	0	68
CM	Codling moth	5*	CM5		1	15	0.6	0.48	4.26	2	2		65	0	0	65
CM	Codling moth	5*	CM5		1	15	0.9	0.73	6.28	2	2		67	4	0	71
CM	Codling moth	5*	CM5		1	15	1.2	0.98	8.46	2	2		35	32	7	74
CM	Codling moth	5*	CM5		1	15	1.5	1.22	8.97	2	2		15	52	14	81
CM	Codling moth	5*	CM5		1	15	2	1.55	12.22	2	2		0	73	0	73
CM	Codling moth	Early egg	CM Egg		9	15	Control	0.00	0.00	2	3	23	104			127
CM	Codling moth	Early egg	CM Egg		9	15	0	0.00	13.00	2	3	18	93			111
CM	Codling moth	Early egg	CM Egg		9	15	0.3	0.24	2.19	2	3	19	91			110
CM	Codling moth	Early egg	CM Egg		9	15	0.6	0.44	4.50	2	3	28	83			111
CM	Codling moth	Early egg	CM Egg		9	15	0.9	0.78	7.18	2	3	78	33			111
CM	Codling moth	Early egg	CM Egg		9	15	1.2	1.02	8.12	2	3	118	5			123
CM	Codling moth	Early egg	CM Egg		9	15	1.5	1.36	9.94	2	3	111	1			112
CM	Codling moth	Early egg	CM Egg		9	15	2	1.90	12.81	2	3	112	0			112
CM	Codling moth	Late egg	CM Egg		9	15	Control	0.00	0.00	2	3	24	83			107
CM	Codling moth	Late egg	CM Egg		9	15	0	0.00	13.00	2	3	18	84			102
CM	Codling moth	Late egg	CM Egg		9	15	0.3	0.24	2.19	2	3	11	91			102
CM	Codling moth	Late egg	CM Egg		9	15	0.6	0.44	4.50	2	3	23	77			100
CM	Codling moth	Late egg	CM Egg		9	15	0.9	0.78	7.18	2	3	37	58			95
CM	Codling moth	Late egg	CM Egg		9	15	1.2	1.02	8.12	2	3	67	46			113
CM	Codling moth	Late egg	CM Egg		9	15	1.5	1.36	9.94	2	3	71	20			91
CM	Codling moth	Late egg	CM Egg		9	15	2	1.90	12.81	2	3	103	4			107
CM	Codling moth	5*	CM5		1	15	Control	0.00	0.00	2	3		70	0	0	70
CM	Codling moth	5*	CM5		1	15	0	0.00	13.00	2	3		80	0	0	80
CM	Codling moth	5*	CM5		1	15	0.3	0.24	2.19	2	3		67	0	0	67
CM	Codling moth	5*	CM5		1	15	0.6	0.44	4.50	2	3		73	1	0	74
CM	Codling moth	5*	CM5		1	15	0.9	0.78	7.18	2	3		59	3	9	71
CM	Codling moth	5*	CM5		1	15	1.2	1.02	8.12	2	3		51	18	4	73
CM	Codling moth	5*	CM5		1	15	1.5	1.36	9.94	2	3		5	61	8	74
CM	Codling moth	5*	CM5		1	15	2	1.90	12.81	2	3		0	7	0	7
CM	Codling moth	Early egg	CM Egg		9	15	Control	0.00	0.00	2	4	28	86			114
CM	Codling moth	Early egg	CM Egg		9	15	0	0.00	12.99	2	4	31	74			105
CM	Codling moth	Early egg	CM Egg		9	15	0.3	0.24	2.16	2	4	23	80			103
CM	Codling moth	Early egg	CM Egg		9	15	0.6	0.52	4.16	2	4	27	118			145
CM	Codling moth	Early egg	CM Egg		9	15	0.9	0.72	6.28	2	4	25	79			104
CM	Codling moth	Early egg	CM Egg		9	15	1.2	0.98	8.46	2	4	76	38			114
CM	Codling moth	Early egg	CM Egg		9	15	1.5	1.20	8.97	2	4	86	22			108
CM	Codling moth	Early egg	CM Egg		9	15	2	1.55	12.18	2	4	95	3			98
CM	Codling moth	Late egg	CM Egg		9	15	Control	0.00	0.00	2	4	31	104			135
CM	Codling moth	Late egg	CM Egg		9	15	0	0.00	12.99	2	4	15	93			108
CM	Codling moth	Late egg	CM Egg		9	15	0.3	0.24	2.16	2	4	23	86			109
CM	Codling moth	Late egg	CM Egg		9	15	0.6	0.52	4.16	2	4	20	107			127
CM	Codling moth	Late egg	CM Egg		9	15	0.9	0.72	6.28	2	4	38	59			97
CM	Codling moth	Late egg	CM Egg		9	15	1.2	0.98	8.46	2	4	57	56			113
CM	Codling moth	Late egg	CM Egg		9	15	1.5	1.20	8.97	2	4	74	38			112
CM	Codling moth	Late egg	CM Egg		9	15	2	1.55	12.18	2	4	103	1			104
CM	Codling moth	5*	CM5		1	15	Control	0.00	0.00	2	4		65	0	0	65
CM	Codling moth	5*	CM5		1	15	0	0.00	12.99	2	4		68	0	0	68
CM	Codling moth	5*	CM5		1	15	0.3	0.24	2.16	2	4		67	0	0	67
CM	Codling moth	5*	CM5		1	15	0.6	0.52	4.16	2	4		72	0	0	72
CM	Codling moth	5*	CM5		1	15	0.9	0.72	6.28	2	4		59	8	7	74
CM	Codling moth	5*	CM5		1	15	1.2	0.98	8.46	2	4		32	30	9	71
CM	Codling moth	5*	CM5		1	15	1.5	1.20	8.97	2	4		9	62	4	75
CM	Codling moth	5*	CM5		1	15	2	1.55	12.18	2	4		4	65	3	72
